New mascot- Hosky Gift Voting ,74 + My favourite one is water bottle +https://m.facebook.com/story.php?story_fbid=1649623415105640&id=100001739934575,"Mar 15, 2018 at 7:08PM",ImAbhigupta
New mascot- Hosky Gift Voting ,8,"Mar 15, 2018 at 7:12PM",AbhinavSinha
Honor 9i- Beta Testers Recruitment Result,6I got the beta version but my name is not in the listOk please reply me some new features screen shot in this section ,"Mar 18, 2018 at 5:25PM",Minakshi76111111
Honor 9i- Beta Testers Recruitment Result,7MY HONOR ID - PrashantAnsurya,"Mar 18, 2018 at 5:28PM",PrashantAnsurya
Honor 9i- Beta Testers Recruitment Result,8Congratulations to all selected gems,"Mar 18, 2018 at 8:32PM",ATMSRIRAM
Honor 9i- Beta Testers Recruitment Result,9Honor Community ID - nkargutkar,"Mar 19, 2018 at 11:05AM",Nkargutkar
New mascot- Hosky Gift Voting ,94 . My favorite one is bottle because this summer i want to drink with it.https://m.facebook.com/story.php?story_fbid=1989069084677398&id=100007229775603drink with lovely doggie~,"Mar 15, 2018 at 7:34PM",Radhey98
New mascot- Hosky Gift Voting ,94 . My favorite one is bottle because this summer i want to drink with it.https://m.facebook.com/story.php?story_fbid=1989069084677398&id=100007229775603drink with lovely doggie~,"Mar 15, 2018 at 7:34PM",Shallyhonor
New mascot- Hosky Gift Voting ,94 . My favorite one is bottle because this summer i want to drink with it.https://m.facebook.com/story.php?story_fbid=1989069084677398&id=100007229775603drink with lovely doggie~,"Mar 15, 2018 at 7:34PM",Shallyhonor
Honor 9i- Beta Testers Recruitment Result,10fornt camera booke effect is removed please fixed it. and when got fixed updated ota update. not showing 3d feature and dyanamic wallpaper is missing.Sound is low eyer phone and when calling loudspekar volume to low.fast draging battery.no dobble tab wakeup screen missingNo zeroscop sencor misssing.,"Mar 19, 2018 at 12:52AM",huafans0534709286
Honor View10 is the ideal gaming phone - beat the 5 most annoying things about gaming on the move,1Huge RAM and Powerful Processor makes it Best Gaming Smartphone ..!!,"Mar 19, 2018 at 4:08PM",huafans031166
Honor View10 is the ideal gaming phone - beat the 5 most annoying things about gaming on the move,2V10 is the reason beast....,"Mar 19, 2018 at 4:21PM",Manojkumar14
New mascot- Hosky Gift Voting ,10My vote - no. 6I really love this diaryPost shared -Link 1- https://m.facebook.com/groups/1182578415170643?view=permalink&id=1638645132897300Link 2 -https://m.facebook.com/groups/1319144741541520?view=permalink&id=1476441462478513Link 3 -https://m.facebook.com/groups/536099290107493?view=permalink&id=536226600094762I see your love already ,"Mar 15, 2018 at 7:36PM",amar_siingh
New mascot- Hosky Gift Voting ,10My vote - no. 6I really love this diaryPost shared -Link 1- https://m.facebook.com/groups/1182578415170643?view=permalink&id=1638645132897300Link 2 -https://m.facebook.com/groups/1319144741541520?view=permalink&id=1476441462478513Link 3 -https://m.facebook.com/groups/536099290107493?view=permalink&id=536226600094762I see your love already ,"Mar 15, 2018 at 7:36PM",Shallyhonor
New mascot- Hosky Gift Voting ,10My vote - no. 6I really love this diaryPost shared -Link 1- https://m.facebook.com/groups/1182578415170643?view=permalink&id=1638645132897300Link 2 -https://m.facebook.com/groups/1319144741541520?view=permalink&id=1476441462478513Link 3 -https://m.facebook.com/groups/536099290107493?view=permalink&id=536226600094762I see your love already ,"Mar 15, 2018 at 7:36PM",Shallyhonor
Honor View10 is the ideal gaming phone - beat the 5 most annoying things about gaming on the move,3Excellent Phone no doubt,"Mar 19, 2018 at 5:32PM",ATMSRIRAM
Honor View10 is the ideal gaming phone - beat the 5 most annoying things about gaming on the move,4A great phone with AI power .:),"Mar 20, 2018 at 01:06AM",chandan_saxena
Honor View10 is the ideal gaming phone - beat the 5 most annoying things about gaming on the move,5Waiting for the day when i will own one :),"Mar 20, 2018 at 11:16AM",AbhinavSinha
Honor View10 is the ideal gaming phone - beat the 5 most annoying things about gaming on the move,6No doubt its a great device,"Mar 20, 2018 at 12:25AM",AmaZingAlex
Honor View10 is the ideal gaming phone - beat the 5 most annoying things about gaming on the move,7I like view10 in every way means from the design to profile and quality to performance. Previously i have honor 8 but i never miss the old one because of view10 is so perfect as an upgrade,"Mar 20, 2018 at 12:27AM",AmaZingAlex
Honor View10 is the ideal gaming phone - beat the 5 most annoying things about gaming on the move,8One of the beast phone,"4 hours ago
											
											
											One of the beast phone",Sagarr
One of the best Android phone #Honor View 10#,1V10 is Beast The best Value For The Buck,"Feb 08, 2018 at 7:07PM",Babumani
One of the best Android phone #Honor View 10#,2oosam phone...,"Mar 12, 2018 at 1:55PM",AshishChoudhary
One of the best Android phone #Honor View 10#,3absolutely,"Mar 12, 2018 at 4:06PM",huafans031166
One of the best Android phone #Honor View 10#,4How much time need for changing 0-100 % in honor 1045-50 mins,"Mar 12, 2018 at 6:30PM",Honorfans_18127
One of the best Android phone #Honor View 10#,4How much time need for changing 0-100 % in honor 1045-50 mins,"Mar 12, 2018 at 6:30PM",MohitK
One of the best Android phone #Honor View 10#,4How much time need for changing 0-100 % in honor 1045-50 mins,"Mar 12, 2018 at 6:30PM",MohitK
One of the best Android phone #Honor View 10#,"5honor has the most featureswith the camera and provides the thing like the virus protectionwith the help of the<a  class=""editorLink"" target=""_blank"" title=""undefined"">Bitdefender Antivirus Support</a>","Mar 13, 2018 at 02:04AM",Honorfans_18186
One of the best Android phone #Honor View 10#,6Awesome phone...,"Mar 14, 2018 at 4:51PM",AbijithSabu
One of the best Android phone #Honor View 10#,"7Can't think of buying any other phone with that budget range, like why will someone not buy this, first ai phone at this price segment","Mar 15, 2018 at 08:39AM",Manojkumar14
One of the best Android phone #Honor View 10#,8Best phone,"Mar 16, 2018 at 1:01PM",NitinHonor9i
Honor View10 Face Unlock! Check it out!,1IT's Amazing to experience the face recognision :D,"Mar 12, 2018 at 4:10PM",huafans031166
Honor View10 Face Unlock! Check it out!,2How much time need to be done full charging in honor 10,"Mar 12, 2018 at 6:37PM",Honorfans_18127
#Honor Splash,1That's cool....,"Feb 26, 2018 at 11:32AM",Arunb
#Honor Splash,"2awesome, wish Honor Fans can get the VIPentry passesof Holi Reloaded","Feb 26, 2018 at 1:11PM",Zoro
Honor View10 Face Unlock! Check it out!,3Eager to know more about view10,"Mar 13, 2018 at 10:31PM",Shweta.L
Honor View10 Face Unlock! Check it out!,"4the best in class phone, totally loving it :)","Mar 14, 2018 at 8:08PM",Gitansh
Honor View10 Face Unlock! Check it out!,5Super phone and excellent camera,"Mar 16, 2018 at 1:02PM",NitinHonor9i
#Honor Splash,3Great contest! All the best to the participants,"Feb 26, 2018 at 1:27PM",Babumani
#Honor Splash,4,"Feb 26, 2018 at 1:54PM",Babumani
#Honor Splash,4,"Feb 26, 2018 at 1:54PM",Honorfans_16424
#Honor Splash,4,"Feb 26, 2018 at 1:54PM",Honorfans_16424
#Honor Splash,5,"Feb 26, 2018 at 2:04PM",Babumani
#Honor Splash,6,"Feb 26, 2018 at 2:05PM",Babumani
Some best photos clicked by Honor 8 Pro!,1Cool pic collection broThanks man o{f} [J]oy broThanks man {o}f [J]oy,"Mar 08, 2018 at 11:40PM",Manojkumar14
Some best photos clicked by Honor 8 Pro!,1Cool pic collection broThanks man o{f} [J]oy broThanks man {o}f [J]oy,"Mar 08, 2018 at 11:40PM",Ayushsar25
#Honor Splash,6,"Feb 26, 2018 at 2:05PM",Pravin
#Honor Splash,6,"Feb 26, 2018 at 2:05PM",Pravin
#Honor Splash,7,"Feb 26, 2018 at 2:15PM",HimaniSharma
#Honor Splash,8,"Feb 26, 2018 at 2:26PM",Akshaykamble1234
Some best photos clicked by Honor 8 Pro!,1Cool pic collection broThanks man o{f} [J]oy broThanks man {o}f [J]oy,"Mar 08, 2018 at 11:40PM",Ayushsar25
Some best photos clicked by Honor 8 Pro!,1Cool pic collection broThanks man o{f} [J]oy broThanks man {o}f [J]oy,"Mar 08, 2018 at 11:40PM",Ayushsar25
Some best photos clicked by Honor 8 Pro!,2Awesome!Thnx brW,"Mar 09, 2018 at 03:16AM",PicWiz
#Honor Splash,8,"Feb 26, 2018 at 2:26PM",Akshaykamble1234
#Honor Splash,8,"Feb 26, 2018 at 2:26PM",Arunb
#Honor Splash,8,"Feb 26, 2018 at 2:26PM",Akshaykamble1234
#Honor Splash,8,"Feb 26, 2018 at 2:26PM",Akshaykamble1234
#Honor Splash,"9This is my colorful wallpaper of the colorful Asalpha Village, in Mumbai, shot on Honor6xI love to click and edit on my phone, thanks to the camera performance of honor6x, I was able to click this colorful moment easily. ","Feb 26, 2018 at 2:30PM",Akshaykamble1234
"We Are Recruiting Honor Geek Team Members. If you are a tech geek, Apply Here!","1Hai @ZoroII am Aravind M Nair and Its indeed a great pleasure if i get an oppurtunity to join the Honor Geek team. Loves being with the honor team from the very begining since 2014 and loves to continue this streak , to make Honor ","Feb 24, 2018 at 1:44PM",aravindmnair
#Weekly Topic# Recommend Your Favorite App! Win Honor Earphone!,"1Great opportunity for the new ones to get involved and get benefited from it :) Good Luck guysYeah. Why don't you recommend one? Your photo is always excellent.  Any image editing app are you using? Sure, glad you noticed my photos. Will be posting my entry soon.","Mar 09, 2018 at 08:00AM",AbhinavSinha
#Weekly Topic# Recommend Your Favorite App! Win Honor Earphone!,"1Great opportunity for the new ones to get involved and get benefited from it :) Good Luck guysYeah. Why don't you recommend one? Your photo is always excellent.  Any image editing app are you using? Sure, glad you noticed my photos. Will be posting my entry soon.","Mar 09, 2018 at 08:00AM",Aadhira
Some best photos clicked by Honor 8 Pro!,2Awesome!Thnx brW,"Mar 09, 2018 at 03:16AM",Ayushsar25
Some best photos clicked by Honor 8 Pro!,2Awesome!Thnx brW,"Mar 09, 2018 at 03:16AM",Ayushsar25
Some best photos clicked by Honor 8 Pro!,3Wow!Nice Click.Thank you for sharing your views with us.Thanks!,"Mar 11, 2018 at 09:36AM",HonorService
Some best photos clicked by Honor 8 Pro!,4Superb pictures,"Mar 11, 2018 at 9:00PM",Rahulchhanesh
#Honor Splash,10Great contest!! All the best guys,"Feb 26, 2018 at 3:02PM",hemanth11
"We Are Recruiting Honor Geek Team Members. If you are a tech geek, Apply Here!","1Hai @ZoroII am Aravind M Nair and Its indeed a great pleasure if i get an oppurtunity to join the Honor Geek team. Loves being with the honor team from the very begining since 2014 and loves to continue this streak , to make Honor ","Feb 24, 2018 at 1:44PM",Pravin
"We Are Recruiting Honor Geek Team Members. If you are a tech geek, Apply Here!","1Hai @ZoroII am Aravind M Nair and Its indeed a great pleasure if i get an oppurtunity to join the Honor Geek team. Loves being with the honor team from the very begining since 2014 and loves to continue this streak , to make Honor ","Feb 24, 2018 at 1:44PM",CarolineLin
"We Are Recruiting Honor Geek Team Members. If you are a tech geek, Apply Here!","1Hai @ZoroII am Aravind M Nair and Its indeed a great pleasure if i get an oppurtunity to join the Honor Geek team. Loves being with the honor team from the very begining since 2014 and loves to continue this streak , to make Honor ","Feb 24, 2018 at 1:44PM",CarolineLin
#Weekly Topic# Recommend Your Favorite App! Win Honor Earphone!,"1Great opportunity for the new ones to get involved and get benefited from it :) Good Luck guysYeah. Why don't you recommend one? Your photo is always excellent.  Any image editing app are you using? Sure, glad you noticed my photos. Will be posting my entry soon.","Mar 09, 2018 at 08:00AM",AbhinavSinha
#Weekly Topic# Recommend Your Favorite App! Win Honor Earphone!,"1Great opportunity for the new ones to get involved and get benefited from it :) Good Luck guysYeah. Why don't you recommend one? Your photo is always excellent.  Any image editing app are you using? Sure, glad you noticed my photos. Will be posting my entry soon.","Mar 09, 2018 at 08:00AM",AbhinavSinha
#Weekly Topic# Recommend Your Favorite App! Win Honor Earphone!,"2Here are my Favourite Apps!Image Editing :Snapseed : Provides professional photo editing options in a very simple and neat way. ( No Ads )PicsArt Photo Studio : Another Amazing App! Used it before using Snapseed. Editing options are good but it's not easy to save in gallery directly.Browser :When it comes to Browser, my favourite one is firefox.I use only Firefox and Firefox Focus, which is light weight and never stores anything.No privacy, when using other browsers.Weather :I used to ask Google Assistant for weather most of the times. For deatiled data, I check AccuWeather.Heath/ Fitness :For this, Huawei health follows me in default. It counts my steps approx without band and I never tried any other app in this category.Using Insight Timer app for meditations.Eagerly waiting to see what others are using.Discussions and replies are welcomeSame here. I'm using Snapseed as well.It's really powerful and has a lot of features. Amazing !!It's an great app :DThanks! Did you shared yours ?No not yet. But by today evening I'll post","Mar 09, 2018 at 08:02AM",Pravin
#Weekly Topic# Recommend Your Favorite App! Win Honor Earphone!,"2Here are my Favourite Apps!Image Editing :Snapseed : Provides professional photo editing options in a very simple and neat way. ( No Ads )PicsArt Photo Studio : Another Amazing App! Used it before using Snapseed. Editing options are good but it's not easy to save in gallery directly.Browser :When it comes to Browser, my favourite one is firefox.I use only Firefox and Firefox Focus, which is light weight and never stores anything.No privacy, when using other browsers.Weather :I used to ask Google Assistant for weather most of the times. For deatiled data, I check AccuWeather.Heath/ Fitness :For this, Huawei health follows me in default. It counts my steps approx without band and I never tried any other app in this category.Using Insight Timer app for meditations.Eagerly waiting to see what others are using.Discussions and replies are welcomeSame here. I'm using Snapseed as well.It's really powerful and has a lot of features. Amazing !!It's an great app :DThanks! Did you shared yours ?No not yet. But by today evening I'll post","Mar 09, 2018 at 08:02AM",Aadhira
Some best photos clicked by Honor 8 Pro!,5Amazing compilation Ayush,"Mar 15, 2018 at 3:08PM",abhi91sn
Some best photos clicked by Honor 8 Pro!,6Great ,"Mar 15, 2018 at 6:46PM",Pravin
Some best photos clicked by Honor 8 Pro!,7Nice clicks. The cameras in 8 pro is simply awsome.,"Mar 15, 2018 at 8:38PM",NikithKS
Some best photos clicked by Honor 8 Pro!,8Nice cliks,"Mar 16, 2018 at 10:33AM",AbijithSabu
Some best photos clicked by Honor 8 Pro!,9Cool pics bro,"Mar 16, 2018 at 12:58AM",NitinHonor9i
MWC 2018- Are You Reday For 5G? Huawei #Bringing 5G into Reality# ,1Awww! Can't wait,"Feb 26, 2018 at 9:33PM",hemanth11
MWC 2018- Are You Reday For 5G? Huawei #Bringing 5G into Reality# ,2Can't wait for it ,"Mar 01, 2018 at 07:39AM",Pravin
"We Are Recruiting Honor Geek Team Members. If you are a tech geek, Apply Here!","2Hi I am Deepak, I am a tech enthusiastic and a btech student who is also a free lance front-end web developer. I always think about technology and new software update and everything about tech.Mobile's that I am using?Honor 7x,Honor 9 lite, Smartron srt phone.Which topic I am interested?EMUI update features,E-Commerce,Android Platform,Honor intelligent Products,Smartphones, Drones,Geek events.Why I am eligible?Ans:-I think I am eligible for this because I always read tech news rather than any other newsIf you see my phone I have all the tech news providing apps like beebom,Android Authority,Android central, freely,make use of etc.If you see my google feed 90% of the feed contains news about technology. I always search about technology.I have started a blog with technews but ended up stopping it due to lack of advertising skills.Threads that I have created?Sorry for that I haven't created any threads till now but I think I am a good Tech Geek.     Thank you,Hope you will accept my request.All the best Deepak! Expecting some posts about tech from you in Off-topic section. ","Feb 24, 2018 at 6:59PM",Deepakreddy
"We Are Recruiting Honor Geek Team Members. If you are a tech geek, Apply Here!","2Hi I am Deepak, I am a tech enthusiastic and a btech student who is also a free lance front-end web developer. I always think about technology and new software update and everything about tech.Mobile's that I am using?Honor 7x,Honor 9 lite, Smartron srt phone.Which topic I am interested?EMUI update features,E-Commerce,Android Platform,Honor intelligent Products,Smartphones, Drones,Geek events.Why I am eligible?Ans:-I think I am eligible for this because I always read tech news rather than any other newsIf you see my phone I have all the tech news providing apps like beebom,Android Authority,Android central, freely,make use of etc.If you see my google feed 90% of the feed contains news about technology. I always search about technology.I have started a blog with technews but ended up stopping it due to lack of advertising skills.Threads that I have created?Sorry for that I haven't created any threads till now but I think I am a good Tech Geek.     Thank you,Hope you will accept my request.All the best Deepak! Expecting some posts about tech from you in Off-topic section. ","Feb 24, 2018 at 6:59PM",Pravin
"We Are Recruiting Honor Geek Team Members. If you are a tech geek, Apply Here!","2Hi I am Deepak, I am a tech enthusiastic and a btech student who is also a free lance front-end web developer. I always think about technology and new software update and everything about tech.Mobile's that I am using?Honor 7x,Honor 9 lite, Smartron srt phone.Which topic I am interested?EMUI update features,E-Commerce,Android Platform,Honor intelligent Products,Smartphones, Drones,Geek events.Why I am eligible?Ans:-I think I am eligible for this because I always read tech news rather than any other newsIf you see my phone I have all the tech news providing apps like beebom,Android Authority,Android central, freely,make use of etc.If you see my google feed 90% of the feed contains news about technology. I always search about technology.I have started a blog with technews but ended up stopping it due to lack of advertising skills.Threads that I have created?Sorry for that I haven't created any threads till now but I think I am a good Tech Geek.     Thank you,Hope you will accept my request.All the best Deepak! Expecting some posts about tech from you in Off-topic section. ","Feb 24, 2018 at 6:59PM",Pravin
"We Are Recruiting Honor Geek Team Members. If you are a tech geek, Apply Here!","3Hi, I am Athivignesha Software Engineer from Chennai, living in Bangalore now.Ever since I saw amobile phone for the first time when I was 12 years old, I knew that mobilephones have always held a special place in my heart.I currently use aHonor 7XAreas I'm interested in:I keep myselfupdated on EMUI features, have explored and researched a ton about them and Ihave created my own themes for personal use by scavenging bits and pieces fromseveral themes. I also read extensively about all the latest and greatestthings happening in the smartphone market.I believe I ameligible for this post, because I understand that, I have a very stronginfluence on the smartphone purchases of most of my friends, and even theirfriends and families, because of the my personalized suggestions for every userbased on their needs and usage patterns. Also, it is almost every time me whoinforms my friends in chat groups about the latest interesting news in techworld.I have explored theEMUI features extensively and have a very good knowledge on Honor phones.I am sorry that Ihave not posted any threads so far since I am new to Honor/EMUI, but I intendto change that, since I am mighty impressed by the EMUI.","Feb 25, 2018 at 2:34PM",Honorfans_15556
#Weekly Topic# Recommend Your Favorite App! Win Honor Earphone!,"2Here are my Favourite Apps!Image Editing :Snapseed : Provides professional photo editing options in a very simple and neat way. ( No Ads )PicsArt Photo Studio : Another Amazing App! Used it before using Snapseed. Editing options are good but it's not easy to save in gallery directly.Browser :When it comes to Browser, my favourite one is firefox.I use only Firefox and Firefox Focus, which is light weight and never stores anything.No privacy, when using other browsers.Weather :I used to ask Google Assistant for weather most of the times. For deatiled data, I check AccuWeather.Heath/ Fitness :For this, Huawei health follows me in default. It counts my steps approx without band and I never tried any other app in this category.Using Insight Timer app for meditations.Eagerly waiting to see what others are using.Discussions and replies are welcomeSame here. I'm using Snapseed as well.It's really powerful and has a lot of features. Amazing !!It's an great app :DThanks! Did you shared yours ?No not yet. But by today evening I'll post","Mar 09, 2018 at 08:02AM",ShreyanshAgarwal
#Weekly Topic# Recommend Your Favorite App! Win Honor Earphone!,"2Here are my Favourite Apps!Image Editing :Snapseed : Provides professional photo editing options in a very simple and neat way. ( No Ads )PicsArt Photo Studio : Another Amazing App! Used it before using Snapseed. Editing options are good but it's not easy to save in gallery directly.Browser :When it comes to Browser, my favourite one is firefox.I use only Firefox and Firefox Focus, which is light weight and never stores anything.No privacy, when using other browsers.Weather :I used to ask Google Assistant for weather most of the times. For deatiled data, I check AccuWeather.Heath/ Fitness :For this, Huawei health follows me in default. It counts my steps approx without band and I never tried any other app in this category.Using Insight Timer app for meditations.Eagerly waiting to see what others are using.Discussions and replies are welcomeSame here. I'm using Snapseed as well.It's really powerful and has a lot of features. Amazing !!It's an great app :DThanks! Did you shared yours ?No not yet. But by today evening I'll post","Mar 09, 2018 at 08:02AM",Pravin
#Weekly Topic# Recommend Your Favorite App! Win Honor Earphone!,"2Here are my Favourite Apps!Image Editing :Snapseed : Provides professional photo editing options in a very simple and neat way. ( No Ads )PicsArt Photo Studio : Another Amazing App! Used it before using Snapseed. Editing options are good but it's not easy to save in gallery directly.Browser :When it comes to Browser, my favourite one is firefox.I use only Firefox and Firefox Focus, which is light weight and never stores anything.No privacy, when using other browsers.Weather :I used to ask Google Assistant for weather most of the times. For deatiled data, I check AccuWeather.Heath/ Fitness :For this, Huawei health follows me in default. It counts my steps approx without band and I never tried any other app in this category.Using Insight Timer app for meditations.Eagerly waiting to see what others are using.Discussions and replies are welcomeSame here. I'm using Snapseed as well.It's really powerful and has a lot of features. Amazing !!It's an great app :DThanks! Did you shared yours ?No not yet. But by today evening I'll post","Mar 09, 2018 at 08:02AM",Pravin
Some best photos clicked by Honor 8 Pro!,10Here are few clicks by me hope you like it :) taken from Honor 8 Pro in Pro ModeI am new member here :)AwesomeThank you for sharingAnd welcome to our community!Thanks bro,"Mar 16, 2018 at 3:33PM",Shubham99
Some best photos clicked by Honor 8 Pro!,10Here are few clicks by me hope you like it :) taken from Honor 8 Pro in Pro ModeI am new member here :)AwesomeThank you for sharingAnd welcome to our community!Thanks bro,"Mar 16, 2018 at 3:33PM",Ayushsar25
Some best photos clicked by Honor 8 Pro!,10Here are few clicks by me hope you like it :) taken from Honor 8 Pro in Pro ModeI am new member here :)AwesomeThank you for sharingAnd welcome to our community!Thanks bro,"Mar 16, 2018 at 3:33PM",Ayushsar25
Some best photos clicked by Honor 8 Pro!,10Here are few clicks by me hope you like it :) taken from Honor 8 Pro in Pro ModeI am new member here :)AwesomeThank you for sharingAnd welcome to our community!Thanks bro,"Mar 16, 2018 at 3:33PM",Shubham99
MWC 2018- Are You Reday For 5G? Huawei #Bringing 5G into Reality# ,3Another feather in the crown,"Mar 01, 2018 at 08:35AM",AbhinavSinha
MWC 2018- Are You Reday For 5G? Huawei #Bringing 5G into Reality# ,4Thanx for this info...first brand to introduce 5g,"Mar 01, 2018 at 09:16AM",Rahulkumar
MWC 2018- Are You Reday For 5G? Huawei #Bringing 5G into Reality# ,5,"Mar 01, 2018 at 09:44AM",AbijithSabu
MWC 2018- Are You Reday For 5G? Huawei #Bringing 5G into Reality# ,6Superb,"Mar 01, 2018 at 10:09AM",PrajwalPK
MWC 2018- Are You Reday For 5G? Huawei #Bringing 5G into Reality# ,7Awesome!!,"Mar 01, 2018 at 12:59AM",PicWiz
7X Beta Testers Recruitment Result,1wow...cool...Congratulations to all beta testers...,"Mar 15, 2018 at 5:06PM",Arunb
7X Beta Testers Recruitment Result,2Congratulations everyone,"Mar 15, 2018 at 5:13PM",AbhinavSinha
"We Are Recruiting Honor Geek Team Members. If you are a tech geek, Apply Here!",5Hi Honor I am Gopi Praveen.BE mechanical Engineer. From karur.Lives in bangalore. I would like to join Honor Tech geek members.Devic,"Mar 01, 2018 at 06:47AM",GopiPraveen
